Domain	Status	Genome Name	GOLD Project ID	GOLD Analysis Project ID	Submission ID	Ecosystem Category
Bacteria	Permanent Draft	Aeromonas veronii AER397	Gp0011729	Ga0013955	16956	Human
Bacteria	Permanent Draft	Aeromonas veronii AMC34	Gp0011728	Ga0013956	16957	Human
Bacteria	Permanent Draft	Aeromonas veronii AMC35	Gp0011730	Ga0013959	16960	Human
Bacteria	Permanent Draft	Afipia clevelandensis ATCC 49720	Gp0008054	Ga0016215	19220	Human
Bacteria	Permanent Draft	Afipia felis felis ATCC 53690	Gp0008092	Ga0016212	19217	Human
Bacteria	Permanent Draft	Aggregatibacter actinomycetemcomitans D17P-3	Gp0003296	Ga0013991	16992	Human
Bacteria	Permanent Draft	Aggregatibacter actinomycetemcomitans serotype b S23A	Gp0020798	Ga0014824	17836	Human
Bacteria	Finished	Aggregatibacter actinomycetemcomitans sv. A D7S-1	Gp0006666	Ga0016617	19754	Human
Bacteria	Permanent Draft	Aggregatibacter actinomycetemcomitans sv. a H5P1	Gp0008463	Ga0014709	17717	Human
Bacteria	Permanent Draft	Aggregatibacter actinomycetemcomitans sv. b I23C	Gp0008468	Ga0014010	17011	Human
Bacteria	Permanent Draft	Aggregatibacter actinomycetemcomitans sv. C DSM 8324	Gp0014004	Ga0025232	9358	Human
Bacteria	Permanent Draft	Aggregatibacter actinomycetemcomitans sv. e SCC393	Gp0008465	Ga0014710	17718	Human
Bacteria	Permanent Draft	"Aggregatibacter aphrophilus 320, ATCC 33389"	Gp0010353	Ga0016153	19155	Human
Bacteria	Permanent Draft	Aggregatibacter aphrophilus F0387	Gp0006108	Ga0015928	18928	Human
Bacteria	Finished	Aggregatibacter aphrophilus NJ8700	Gp0103341	Ga0081776	71839	Human
Bacteria	Finished	Aggregatibacter aphrophilus NJ8700	Gp0001493	Ga0027385		Human
Bacteria	Permanent Draft	Aggregatibacter sp. oral taxon 458 W10330	Gp0005399	Ga0017073	20585	Human
Bacteria	Finished	Akkermansia muciniphila ATCC BAA-835	Gp0000931	Ga0027397		Human
Bacteria	Permanent Draft	Akkermansia muciniphila ATCC BAA-835	Gp0101136	Ga0055369	64913	Human
Bacteria	Finished	"Alistipes finegoldii AHN 2437, DSM 17242"	Gp0001228	Ga0025032	6696	Human
Bacteria	Permanent Draft	Alistipes ihumii AP11	Gp0023947	Ga0021025	24956	Human
Bacteria	Permanent Draft	Alistipes indistinctus YIT 12060	Gp0006546	Ga0009631	8765	Human
Bacteria	Permanent Draft	Alistipes obesi ph8	Gp0017130	Ga0019651	23738	Human
Bacteria	Permanent Draft	"Alistipes onderdonkii WAL 8169, DSM 19147"	Gp0012968	Ga0000020	11059	Human
Bacteria	Permanent Draft	Alistipes putredinis DSM 17216	Gp0001935	Ga0027407		Human
Bacteria	Permanent Draft	Alistipes senegalensis JC50	Gp0014227	Ga0019622	23709	Human
Bacteria	Permanent Draft	Alistipes shahii WAL 8301	Gp0004336	Ga0027408		Human
Bacteria	Permanent Draft	Alistipes sp. HGB5	Gp0008822	Ga0009494	7595	Human
Bacteria	Permanent Draft	Alistipes timonensis JC136	Gp0016398	Ga0019631	23718	Human
Bacteria	Permanent Draft	Alloiococcus otitis ATCC 51267	Gp0008093	Ga0016213	19218	Human
Bacteria	Permanent Draft	Alloprevotella rava F0323	Gp0006256	Ga0009667	8802	Human
Bacteria	Permanent Draft	Alloscardovia omnicolens DSM 21503	Gp0012973	Ga0002332	13935	Human
Bacteria	Permanent Draft	Alloscardovia omnicolens F0580	Gp0005649	Ga0017075	20587	Human
Bacteria	Permanent Draft	Amycolatopsis benzoatilytica DSM 43387	Gp0012220	Ga0026554	10585	Human
Bacteria	Permanent Draft	Amycolatopsis orientalis DSM 46075	Gp0019205	Ga0021550	25462	Human
Bacteria	Permanent Draft	Anaerococcus hydrogenalis ACS-025-V-Sch4	Gp0006222	Ga0027425		Human
Bacteria	Permanent Draft	Anaerococcus hydrogenalis DSM 7454	Gp0003597	Ga0027426		Human
Bacteria	Permanent Draft	Anaerococcus lactolyticus ATCC 51172	Gp0003461	Ga0027427		Human
Bacteria	Permanent Draft	Anaerococcus octavius NCTC 9810	Gp0019389	Ga0010460	7588	Human
Bacteria	Permanent Draft	Anaerococcus prevotii ACS-065-V-Col13	Gp0006149	Ga0013768	16769	Human
Bacteria	Finished	"Anaerococcus prevotii PC 1, DSM 20548"	Gp0005674	Ga0027428		Human
Bacteria	Permanent Draft	Anaerococcus senegalensis JC48	Gp0017276	Ga0019632	23719	Human
Bacteria	Permanent Draft	Anaerococcus tetradius ATCC 35098	Gp0003514	Ga0027429		Human
Bacteria	Permanent Draft	Anaerococcus vaginalis PH9	Gp0017125	Ga0019647	23734	Human
Bacteria	Permanent Draft	Anaerofustis stercorihominis DSM 17244	Gp0001936	Ga0027431		Human
Bacteria	Permanent Draft	Anaeroglobus geminatus F0357	Gp0003981	Ga0009654	8788	Human
Bacteria	Finished	Anaerolineaceae bacterium oral taxon 439 W11661	Gp0205976	Ga0174840	118099	Human
Bacteria	Permanent Draft	Anaerostipes caccae DSM 14662	Gp0000894	Ga0027437		Human
Bacteria	Permanent Draft	"Anaerostipes hadrus comb. nov. VPI 82-52, DSM 3319"	Gp0003539	Ga0015165	18165	Human
Bacteria	Permanent Draft	Anaerostipes sp. 3_2_56FAA	Gp0005363	Ga0027438		Human
Bacteria	Permanent Draft	Anaerotruncus colihominis DSM 17241	Gp0001937	Ga0027439		Human
Bacteria	Finished	Anaplasma phagocytophilum HZ	Gp0000384	Ga0027446		Human
Bacteria	Permanent Draft	Aneurinibacillus aneurinilyticus ATCC 12856	Gp0003515	Ga0024346	35879	Human
Bacteria	Finished	"Arcanobacterium haemolyticum CCM, DSM 20595"	Gp0002281	Ga0027553		Human
Bacteria	Finished	Arcobacter butzleri RM4018	Gp0000043	Ga0027557		Human
Bacteria	Permanent Draft	Arthrobacter luteolus NBRC 107841	Gp0023564	Ga0128519	129033	Human
Bacteria	Permanent Draft	Atlantibacter hermannii NBRC 105704	Gp0017730	Ga0009751	8996	Human
Bacteria	Permanent Draft	Atopobium minutum 10063974	Gp0010374	Ga0014621	17629	Human
Bacteria	Permanent Draft	Atopobium parvulum DNF00906	Gp0035161	Ga0060240	55684	Human
Bacteria	Finished	"Atopobium parvulum IPP 1246, DSM 20469"	Gp0001185	Ga0027590		Human
Bacteria	Permanent Draft	Atopobium rimae ATCC 49626	Gp0003993	Ga0027591		Human
Bacteria	Permanent Draft	Atopobium sp. BS2	Gp0007435	Ga0023804	30969	Human
Bacteria	Permanent Draft	Atopobium sp. BV3AC4	Gp0012600	Ga0023270	30430	Human
Bacteria	Permanent Draft	Atopobium sp. ICM42b	Gp0018972	Ga0023805	30970	Human
Bacteria	Permanent Draft	Atopobium sp. oral taxon 199 F0494	Gp0021063	Ga0017000	20509	Human
Bacteria	Permanent Draft	Atopobium sp. oral Taxon 810 F0209	Gp0005641	Ga0017074	20586	Human
Bacteria	Permanent Draft	Atopobium vaginae DSM 15829	Gp0000958	Ga0027592		Human
Bacteria	Permanent Draft	Atopobium vaginae DSM 15829	Gp0003516	Ga0024045	35394	Human
Bacteria	Permanent Draft	Atopobium vaginae PB189-T1-4	Gp0005651	Ga0027593		Human
Bacteria	Permanent Draft	Bacillus alcalophilus ATCC 27647	Gp0023769	Ga0011997	12130	Human
Bacteria	Finished	Bacillus anthracis A0248	Gp0005062	Ga0027621		Human
Bacteria	Permanent Draft	Bacillus anthracis A0442	Gp0003249	Ga0027623		Human
Bacteria	Permanent Draft	Bacillus anthracis A2012 (Florida isolate)	Gp0000968	Ga0046373	54421	Human
Bacteria	Finished	Bacillus anthracis CDC 684	Gp0004346	Ga0027629		Human
Bacteria	Permanent Draft	Bacillus anthracis CNEVA-9066	Gp0000973	Ga0027630		Human
Bacteria	Finished	Bacillus anthracis H9401	Gp0007425	Ga0009600	8686	Human
Bacteria	Permanent Draft	Bacillus anthracis Heroin Ba4599	Gp0016759	Ga0020246	24246	Human
Bacteria	Permanent Draft	Bacillus anthracis Kruger B	Gp0000969	Ga0027631		Human
Bacteria	Permanent Draft	Bacillus anthracis Tsiankovskii-I	Gp0000984	Ga0024021	35370	Human
Bacteria	Finished	Bacillus cereus 03BB102	Gp0117598	Ga0077855	70672	Human
Bacteria	Finished	Bacillus cereus 03BB102	Gp0004544	Ga0027640		Human
Bacteria	Permanent Draft	Bacillus cereus 6/27/S	Gp0127860	Ga0104906	77783	Human
Bacteria	Permanent Draft	Bacillus cereus AH1134	Gp0000988	Ga0024024	35373	Human
Bacteria	Permanent Draft	Bacillus cereus AH1273	Gp0003760	Ga0027645		Human
Bacteria	Finished	Bacillus cereus AH187 (F4810/72)	Gp0000979	Ga0027646		Human
Bacteria	Finished	Bacillus cereus B4264	Gp0000993	Ga0027655		Human
Bacteria	Permanent Draft	Bacillus cereus F65185	Gp0003726	Ga0027662		Human
Bacteria	Finished	Bacillus cereus F837/76	Gp0000996	Ga0009587	8658	Human
Bacteria	Permanent Draft	Bacillus cereus G9241	Gp0000977	Ga0027663		Human
Bacteria	Finished	Bacillus cereus G9241	Gp0117596	Ga0077877	72276	Human
Bacteria	Finished	Bacillus cereus G9842	Gp0000992	Ga0027664		Human
Bacteria	Permanent Draft	Bacillus dielmoensis FF4	Gp0101145	Ga0057463	64950	Human
Bacteria	Permanent Draft	Bacillus jeddahensis JCE	Gp0101146	Ga0055371	64915	Human
Bacteria	Permanent Draft	Bacillus massilioanorexius AP8	Gp0023896	Ga0019666	23753	Human
Bacteria	Permanent Draft	Bacillus massiliosenegalensis JC6	Gp0022053	Ga0019659	23746	Human
Bacteria	Permanent Draft	Bacillus smithii 7_3_47FAA	Gp0005397	Ga0009736	8882	Human
Bacteria	Permanent Draft	Bacillus sp. 2_A_57_CT2	Gp0001030	Ga0027698		Human
Bacteria	Permanent Draft	Bacillus sp. 7_6_55CFAA_CT2	Gp0005398	Ga0009678	8819	Human
Bacteria	Permanent Draft	Bacillus sp. BT1B_CT2	Gp0005361	Ga0027700		Human
Bacteria	Finished	Bacillus thuringiensis 97-27	Gp0120668	Ga0081718	76031	Human
Bacteria	Finished	Bacillus thuringiensis 97-27 null replaces 81718	Gp0120668	Ga0111280	80312	Human
Bacteria	Permanent Draft	Bacillus thuringiensis IBL200	Gp0003734	Ga0027719		Human
Bacteria	Finished	Bacillus thuringiensis konkukian sv. H34 97-27	Gp0000568	Ga0027727		Human
Bacteria	Permanent Draft	Bacillus timonensis MM10403188	Gp0017284	Ga0019636	23723	Human
Bacteria	Permanent Draft	Bacteroides caccae ATCC 43185	Gp0000883	Ga0027739		Human
Bacteria	Permanent Draft	Bacteroides caccae CL03T12C61	Gp0010468	Ga0014622	17630	Human
Bacteria	Permanent Draft	Bacteroides cellulosilyticus CL02T12C19	Gp0010469	Ga0014620	17628	Human
Bacteria	Permanent Draft	Bacteroides cellulosilyticus DSM 14838	Gp0003712	Ga0027741		Human
Bacteria	Permanent Draft	Bacteroides clarus DSM 22519	Gp0148801	Ga0131239	96840	Human
Bacteria	Permanent Draft	Bacteroides clarus YIT 12056	Gp0006623	Ga0027742		Human
Bacteria	Permanent Draft	"Bacteroides coprocola M16, DSM 17136"	Gp0005536	Ga0027743		Human
Bacteria	Permanent Draft	"Bacteroides coprophilus DSM 18228, JCM 13818"	Gp0003953	Ga0027744		Human
Bacteria	Permanent Draft	Bacteroides dorei 5_1_36/D4	Gp0000263	Ga0027782		Human
Bacteria	Permanent Draft	Bacteroides dorei CL02T00C15	Gp0010470	Ga0016371	19376	Human
Bacteria	Permanent Draft	Bacteroides dorei CL02T12C06	Gp0010471	Ga0014626	17634	Human
Bacteria	Finished	Bacteroides dorei CL03T12C01	Gp0115922	Ga0123516	89169	Human
Bacteria	Permanent Draft	Bacteroides dorei CL03T12C01	Gp0010472	Ga0014627	17635	Human
Bacteria	Permanent Draft	Bacteroides dorei DSM 17855	Gp0003531	Ga0027745		Human
Bacteria	Permanent Draft	Bacteroides eggerthii 1_2_48FAA	Gp0002520	Ga0027746		Human
Bacteria	Permanent Draft	Bacteroides eggerthii 1_2_48FAA	Gp0089181	Ga0032464	77846	Human
Bacteria	Permanent Draft	Bacteroides eggerthii DSM 20697	Gp0003532	Ga0027747		Human
Bacteria	Permanent Draft	Bacteroides faecis DSM 24798	Gp0148789	Ga0131244	94603	Human
Bacteria	Permanent Draft	Bacteroides faecis MAJ27	Gp0016332	Ga0020292	24292	Human
Bacteria	Permanent Draft	Bacteroides finegoldii CL09T03C10	Gp0010464	Ga0019577	23664	Human
Bacteria	Permanent Draft	Bacteroides finegoldii DSM 17565	Gp0003533	Ga0024095	35445	Human
Bacteria	Permanent Draft	Bacteroides fluxus YIT 12057	Gp0006728	Ga0027748		Human
Bacteria	Permanent Draft	Bacteroides fragilis 3_1_12	Gp0003288	Ga0027749		Human
Bacteria	Permanent Draft	Bacteroides fragilis CL03T00C08	Gp0010473	Ga0016375	19380	Human
Bacteria	Permanent Draft	Bacteroides fragilis CL03T12C07	Gp0010544	Ga0014623	17631	Human
Bacteria	Permanent Draft	Bacteroides fragilis CL05T12C13	Gp0010509	Ga0015881	18881	Human
Bacteria	Permanent Draft	Bacteroides fragilis CL07T00C01	Gp0008513	Ga0014624	17632	Human
Bacteria	Permanent Draft	Bacteroides fragilis CL07T12C05	Gp0008514	Ga0014625	17633	Human
Bacteria	Permanent Draft	Bacteroides fragilis HMW 610	Gp0011564	Ga0015392	18396	Human
Bacteria	Permanent Draft	Bacteroides fragilis HMW 615	Gp0011565	Ga0015393	18397	Human
Bacteria	Permanent Draft	Bacteroides fragilis HMW 616	Gp0011566	Ga0015394	18398	Human
Bacteria	Finished	Bacteroides fragilis NCTC 9343	Gp0000489	Ga0027751		Human
Bacteria	Finished	Bacteroides fragilis S14	Gp0203091	Ga0175739	118477	Human
Bacteria	Finished	Bacteroides fragilis YCH46	Gp0000537	Ga0027752		Human
Bacteria	Permanent Draft	"Bacteroides intestinalis 341, DSM 17393"	Gp0000884	Ga0027754		Human
Bacteria	Permanent Draft	"Bacteroides massiliensis Timone 84634, DSM 17679"	Gp0021083	Ga0014570	17576	Human
Bacteria	Permanent Draft	"Bacteroides massiliensis Timone 84634, DSM 17679"	Gp0013530	Ga0025498	9558	Human
Bacteria	Permanent Draft	"Bacteroides massiliensis Timone 84634, DSM 17679"	Gp0093271	Ga0056200	46221	Human
Bacteria	Permanent Draft	Bacteroides nordii CL02T12C05	Gp0010497	Ga0015975	18975	Human
Bacteria	Permanent Draft	Bacteroides oleiciplenus YIT 12058	Gp0006615	Ga0015287	18290	Human
Bacteria	Permanent Draft	Bacteroides ovatus 3_8_47FAA	Gp0002421	Ga0027755		Human
Bacteria	Finished	Bacteroides ovatus ATCC 8483	Gp0144854	Ga0125169	91753	Human
Bacteria	Permanent Draft	Bacteroides ovatus ATCC 8483	Gp0000892	Ga0027756		Human
Bacteria	Permanent Draft	Bacteroides ovatus CL02T12C04	Gp0010498	Ga0015974	18974	Human
Bacteria	Permanent Draft	Bacteroides ovatus CL03T12C18	Gp0010499	Ga0015977	18977	Human
Bacteria	Permanent Draft	Bacteroides ovatus NLAE-zl-H304	Gp0022913	Ga0009762	9530	Human
Bacteria	Permanent Draft	Bacteroides ovatus NLAE-zl-H361	Gp0022914	Ga0009763	9531	Human
Bacteria	Permanent Draft	Bacteroides ovatus NLAE-zl-H59	Gp0034138	Ga0011936	11981	Human
Bacteria	Permanent Draft	Bacteroides ovatus NLAE-zl-H73	Gp0034139	Ga0011937	11982	Human
Bacteria	Permanent Draft	Bacteroides ovatus SD CC 2a	Gp0006414	Ga0027757		Human
Bacteria	Permanent Draft	Bacteroides ovatus SD CMC 3f	Gp0006459	Ga0027758		Human
Bacteria	Permanent Draft	Bacteroides pectinophilus ATCC 43243	Gp0003641	Ga0027759		Human
Bacteria	Permanent Draft	"Bacteroides plebeius M12, DSM 17135"	Gp0003534	Ga0027760		Human
Bacteria	Permanent Draft	Bacteroides pyogenes F0041	Gp0039099	Ga0017981	21497	Human
Bacteria	Permanent Draft	Bacteroides salyersiae CL02T12C01	Gp0010500	Ga0015976	18976	Human
Bacteria	Permanent Draft	"Bacteroides salyersiae WAL 10018, DSM 18765, JCM 12988"	Gp0021081	Ga0014571	17577	Human
Bacteria	Permanent Draft	"Bacteroides salyersiae WAL 10018, DSM 18765, JCM 12988"	Gp0093272	Ga0056204	46222	Human
Bacteria	Permanent Draft	Bacteroides sp. 1_1_14	Gp0004785	Ga0027762		Human
Bacteria	Permanent Draft	Bacteroides sp. 1_1_30	Gp0003254	Ga0027763		Human
Bacteria	Permanent Draft	Bacteroides sp. 1_1_6	Gp0003255	Ga0027764		Human
Bacteria	Permanent Draft	Bacteroides sp. 2_1_16	Gp0006733	Ga0027766		Human
Bacteria	Permanent Draft	Bacteroides sp. 2_1_22	Gp0003256	Ga0027767		Human
Bacteria	Permanent Draft	Bacteroides sp. 2_1_33B	Gp0003257	Ga0027768		Human
Bacteria	Permanent Draft	Bacteroides sp. 2_1_56FAA	Gp0000434	Ga0027769		Human
Bacteria	Permanent Draft	Bacteroides sp. 2_2_4	Gp0003286	Ga0027771		Human
Bacteria	Permanent Draft	Bacteroides sp. 3_1_13	Gp0004891	Ga0081835	72247	Human
Bacteria	Permanent Draft	Bacteroides sp. 3_1_19	Gp0003289	Ga0027772		Human
Bacteria	Permanent Draft	Bacteroides sp. 3_1_23	Gp0004892	Ga0027773		Human
Bacteria	Permanent Draft	Bacteroides sp. 3_1_33FAA	Gp0003290	Ga0027774		Human
Bacteria	Permanent Draft	Bacteroides sp. 3_1_40A	Gp0004893	Ga0027775		Human
Bacteria	Permanent Draft	Bacteroides sp. 3_2_5	Gp0003291	Ga0022941	30015	Human
Bacteria	Permanent Draft	Bacteroides sp. 4_1_36	Gp0006051	Ga0027776		Human
Bacteria	Permanent Draft	Bacteroides sp. 4_3_47FAA	Gp0003292	Ga0027777		Human
Bacteria	Permanent Draft	Bacteroides sp. 9_1_42FAA	Gp0003643	Ga0027778		Human
Bacteria	Permanent Draft	Bacteroides sp. D1	Gp0000184	Ga0027779		Human
Bacteria	Permanent Draft	Bacteroides sp. D2	Gp0000227	Ga0024126	35476	Human
Bacteria	Permanent Draft	Bacteroides sp. D20	Gp0004834	Ga0027780		Human
Bacteria	Permanent Draft	Bacteroides sp. D22	Gp0000300	Ga0027781		Human
Bacteria	Permanent Draft	Bacteroides stercoris ATCC 43183	Gp0001955	Ga0027783		Human
Bacteria	Permanent Draft	Bacteroides stercoris CC31F	Gp0011549	Ga0016974	20483	Human
Bacteria	Permanent Draft	Bacteroides thetaiotaomicron NLAE-zl-H207	Gp0022912	Ga0009761	9529	Human
Bacteria	Permanent Draft	Bacteroides thetaiotaomicron NLAE-zl-H463	Gp0022915	Ga0009764	9532	Human
Bacteria	Permanent Draft	Bacteroides thetaiotaomicron NLAE-zl-H492	Gp0022916	Ga0009765	9533	Human
Bacteria	Permanent Draft	Bacteroides timonensis AP1	Gp0033421	Ga0038669	55650	Human
Bacteria	Permanent Draft	Bacteroides uniformis ATCC 8492	Gp0000893	Ga0027785		Human
Bacteria	Permanent Draft	Bacteroides uniformis CL03T00C23	Gp0010501	Ga0016063	19063	Human
Bacteria	Permanent Draft	Bacteroides uniformis CL03T12C37	Gp0010502	Ga0015303	18307	Human
Bacteria	Finished	Bacteroides vulgatus ATCC 8482	Gp0000124	Ga0027786		Human
Bacteria	Permanent Draft	Bacteroides vulgatus CL09T03C04	Gp0010465	Ga0016067	19067	Human
Bacteria	Permanent Draft	Bacteroides vulgatus PC510	Gp0006460	Ga0027787		Human
Bacteria	Permanent Draft	Bacteroides xylanisolvens CL03T12C04	Gp0010503	Ga0015971	18971	Human
Bacteria	Permanent Draft	Bacteroides xylanisolvens NLAE-zl-H194	Gp0022911	Ga0009945	9520	Human
Bacteria	Permanent Draft	Bacteroides xylanisolvens SD CC 1b	Gp0006499	Ga0027788		Human
Bacteria	Permanent Draft	Bacteroides xylanisolvens SD CC 1b	Gp0101152	Ga0055373	63376	Human
Bacteria	Finished	Bacteroides xylanisolvens XB1A	Gp0004335	Ga0027789		Human
Bacteria	Permanent Draft	Bacteroidetes bacterium oral taxon 272 F0290	Gp0005022	Ga0016956	20464	Human
Bacteria	Permanent Draft	Bacteroidetes oral taxon 274 F0058	Gp0004002	Ga0027790		Human
Bacteria	Permanent Draft	Balneatrix alpica DSM 16621	Gp0013535	Ga0002120	34960	Human
Bacteria	Permanent Draft	Barnesiella intestinihominis YIT 11860	Gp0006545	Ga0013973	16974	Human
Bacteria	Permanent Draft	Bartonella bacilliformis INS	Gp0033594	Ga0012079	12331	Human
Bacteria	Permanent Draft	Bartonella elizabethae F9251	Gp0017555	Ga0014231	17236	Human
Bacteria	Permanent Draft	"Bartonella elizabethae F9251, ATCC 49927"	Gp0032296	Ga0002658	21619	Human
Bacteria	Finished	Bartonella grahamii as4aup	Gp0004874	Ga0027793		Human
Bacteria	Finished	Bartonella henselae Houston-1	Gp0000572	Ga0027794		Human
Bacteria	Permanent Draft	Bartonella rochalimae ATCC BAA-1498	Gp0035183	Ga0057948	47001	Human
Bacteria	Permanent Draft	Bartonella vinsonii arupensis OK-94-513	Gp0017559	Ga0012123	12401	Human
Bacteria	Permanent Draft	Bartonella washoensis 085-0475	Gp0017552	Ga0012109	12387	Human
Bacteria	Permanent Draft	Bergeyella zoohelcum ATCC 43767	Gp0008094	Ga0016210	19215	Human
Bacteria	Permanent Draft	Bergeyella zoohelcum CCUG 30536	Gp0008095	Ga0016211	19216	Human
Bacteria	Finished	Bifidobacterium adolescentis ATCC 15703	Gp0000246	Ga0027805		Human
Bacteria	Permanent Draft	Bifidobacterium adolescentis L2-32	Gp0000879	Ga0027806		Human
Bacteria	Permanent Draft	Bifidobacterium angulatum DSM 20098	Gp0133143	Ga0112061	99068	Human
Bacteria	Permanent Draft	Bifidobacterium angulatum DSM 20098	Gp0003294	Ga0024096	35446	Human
Bacteria	Permanent Draft	Bifidobacterium animalis animalis lactis BS 01	Gp0009529	Ga0014511	17517	Human
Bacteria	Finished	Bifidobacterium animalis lactis AD011	Gp0002199	Ga0027807		Human
Bacteria	Finished	Bifidobacterium animalis lactis BB-12	Gp0001037	Ga0027808		Human
Bacteria	Finished	Bifidobacterium animalis lactis Bi-07	Gp0036863	Ga0016624	19765	Human
Bacteria	Finished	"Bifidobacterium animalis lactis Bl-04, ATCC SD5219"	Gp0004483	Ga0027809		Human
Bacteria	Finished	Bifidobacterium animalis lactis V9	Gp0004534	Ga0027813		Human
Bacteria	Permanent Draft	Bifidobacterium bifidum ATCC 29521	Gp0003295	Ga0017069	20581	Human
Bacteria	Finished	Bifidobacterium bifidum BGN4	Gp0004023	Ga0013208	15187	Human
Bacteria	Permanent Draft	Bifidobacterium bifidum IF10/10	Gp0023297	Ga0012015	12149	Human
Bacteria	Permanent Draft	Bifidobacterium bifidum NCIMB 41171	Gp0089104	Ga0032612	79244	Human
Bacteria	Permanent Draft	Bifidobacterium bifidum NCIMB 41171	Gp0003335	Ga0027814		Human
Bacteria	Finished	Bifidobacterium bifidum PRL2010	Gp0009248	Ga0027815		Human
Bacteria	Finished	Bifidobacterium bifidum S17	Gp0008896	Ga0027816		Human
Bacteria	Permanent Draft	Bifidobacterium bifidum SC555	Gp0021181	Ga0010001	8631	Human
Bacteria	Permanent Draft	Bifidobacterium breve 26M2	Gp0011271	Ga0015740	18747	Human
Bacteria	Finished	Bifidobacterium breve ACS-071-V-Sch8b	Gp0006152	Ga0027817		Human
Bacteria	Permanent Draft	Bifidobacterium breve DPC 6330	Gp0012501	Ga0019610	23697	Human
Bacteria	Permanent Draft	"Bifidobacterium breve DSM 20213, JCM 1192"	Gp0093275	Ga0128300	126151	Human
Bacteria	Permanent Draft	"Bifidobacterium breve DSM 20213, JCM 1192"	Gp0003297	Ga0027818		Human
Bacteria	Permanent Draft	Bifidobacterium breve HPH0326	Gp0020659	Ga0016996	20505	Human
Bacteria	Finished	Bifidobacterium breve JCM 7019	Gp0089001	Ga0057954	46881	Human
Bacteria	Permanent Draft	Bifidobacterium breve JCM 7019	Gp0021184	Ga0010080	8634	Human
Bacteria	Permanent Draft	Bifidobacterium breve JCP7499	Gp0033732	Ga0017551	21066	Human
Bacteria	Permanent Draft	Bifidobacterium breve SC154	Gp0021180	Ga0009936	8630	Human
Bacteria	Permanent Draft	Bifidobacterium breve SC95	Gp0020881	Ga0010479	8628	Human
Bacteria	Finished	Bifidobacterium breve UCC2003 (NCIMB8807)	Gp0001036	Ga0027819		Human
Bacteria	Permanent Draft	"Bifidobacterium catenulatum DSM 16992, JCM 1194, LMG 11043"	Gp0003334	Ga0027820		Human
